a_acc,a_don,b_rotN,density,logP(o/w),logS,rings,Weight
11,4,37,0.7923429,5.0592198,-8.0488596,3,923.16199
13,4,43,0.79613799,4.3987002,-8.3341398,3,1011.268
14,4,46,0.79781181,4.06844,-8.4767799,3,1055.3209
12,6,41,0.79489285,6.29322,-10.89549,4,1097.365
12,6,41,0.79353511,6.4142199,-11.16544,5,1131.382
12,6,40,0.7970565,5.8512201,-10.06682,4,1083.338
12,6,37,0.81417733,4.3322201,-7.6042199,3,951.12799
12,6,39,0.80394822,4.4172201,-9.3360701,4,1041.257
12,6,39,0.80587941,4.2962198,-9.0661201,3,1007.24
11,5,35,0.8007319,4.7272201,-8.0648804,3,936.16095
11,5,36,0.79644907,5.2902198,-9.1634998,4,984.20496
14,6,47,0.79657871,5.7536998,-11.45072,5,1219.4879
14,6,47,0.79794759,5.6327,-11.18077,4,1185.4709
14,6,45,0.80839181,3.6357,-9.3514004,3,1095.3459
14,6,44,0.81080514,3.1937001,-8.5227299,3,1081.319
14,6,47,0.79941505,5.5117002,-10.91082,3,1151.454
14,6,47,0.79794759,5.6327,-11.18077,4,1185.4709
13,5,42,0.7997061,4.6297002,-9.4487801,4,1072.311
14,5,44,0.80518872,3.7364399,-8.4927998,3,1068.3199
14,5,43,0.81267613,2.3024399,-7.7620502,3,1026.239
15,6,50,0.80078477,5.1814399,-11.05346,3,1195.507
15,6,50,0.7993207,5.3024402,-11.32341,4,1229.5239
15,6,48,0.80765522,3.42644,-9.7639904,4,1173.416
15,6,48,0.80950916,3.3054399,-9.4940395,3,1139.3989
15,6,50,0.79795176,5.42344,-11.59336,5,1263.541
15,6,50,0.7993207,5.3024402,-11.32341,4,1229.5239
15,6,47,0.81184852,2.86344,-8.66537,3,1125.3719
14,6,49,0.80895215,5.3007002,-10.89106,3,1195.463
13,5,41,0.80382401,4.0667,-8.3501596,3,1024.267
11,5,36,0.79815423,5.16922,-8.8935499,3,950.18799
13,5,42,0.80140471,4.5086999,-9.1788301,3,1038.2939
14,5,45,0.8028422,4.1784401,-9.3214703,3,1082.3469
17,6,60,0.79972225,8.8031797,-14.96222,3,1317.651
13,5,40,0.81156331,2.6327,-7.61941,3,982.18597
11,5,34,0.80902594,3.29322,-7.3341298,3,894.07996
15,5,48,0.81018889,3.8201799,-9.9995899,4,1174.4
16,5,51,0.81116927,3.4899199,-10.14223,4,1218.453
15,6,54,0.79708189,9.4637003,-14.67694,3,1229.5449
6,5,4,0.95345169,-3.51173,-0.99004,2,252.23399
6,4,2,0.94526738,-1.205,-1.06997,3,267.245
7,4,12,0.86194599,3.5079999,-7.5138502,4,559.04199
25,10,19,0.99950099,-8.2013998,-4.19595,8,971.73199
3,1,7,0.90053076,3.579,-6.04179,3,369.35699
3,1,8,0.87903804,4.223,-6.5476098,3,395.39499
3,1,6,0.99348515,2.1070001,-4.57623,2,325.276
8,7,6,0.97466004,-3.0179999,0.40888,1,290.272
7,2,5,0.93850529,-2.283,-0.79685003,2,297.271
4,1,9,0.81035441,6.14292,-4.7241001,6,511.66098
2,2,2,0.75658363,5.1300001,-7.2287202,7,336.52298
7,4,3,0.93012452,-2.0369401,-1.32874,3,281.272
4,2,2,0.9242059,-0.98000002,-0.81914002,2,244.222
8,3,10,1.0188215,-2.0050001,-1.8432,2,471.23801
10,4,12,1.0751896,-2.8870001,-1.63078,2,551.21698
11,4,9,1.0440263,-1.155,-3.01828,3,537.74597
11,4,10,1.0484797,-1.812,-3.0742199,3,548.29797
8,2,15,0.95839489,-0.60399997,-2.77003,2,584.39801
8,1,13,0.96752274,-1.734,-2.6672399,3,582.38202
9,3,16,0.94900364,-0.34900001,-3.5067,3,648.44098
8,3,16,0.93352419,0.16,-4.1585498,4,671.479
8,2,16,0.93457818,0.212,-4.1343899,3,632.44202
9,10,8,0.98423713,-2.7839999,-0.2203,1,350.328
4,3,4,0.82385844,0.40906,-2.7590401,4,286.33899
5,4,3,0.91658014,-0.86799997,-1.19926,3,265.27301
4,2,2,0.94907242,-0.70499998,-1.00295,2,229.211
7,5,5,0.96596682,-0.59899998,-2.7850299,3,355.375
7,5,5,0.95004714,-0.491,-3.1154301,3,369.40201
7,5,6,0.90523821,1.171,-4.56252,4,431.47299
7,3,8,0.96895576,-0.37825999,-3.96314,3,441.42099
5,4,2,0.91887534,-0.77100003,-1.42443,4,277.284
5,4,2,0.92486179,-0.59100002,-1.54987,4,277.284
8,6,17,0.80279094,5.7399998,-10.09336,7,760.896
8,6,17,0.80263489,6.098,-10.29513,7,774.92297
8,6,16,0.8058694,5.4840002,-10.09336,7,760.896
8,6,16,0.80263489,5.8909998,-10.42057,7,774.92297
8,6,16,0.80924237,5.0219998,-9.7661505,7,746.86896
10,8,7,0.87157983,7.5,-11.21546,6,680.76599
13,4,12,0.96791947,-3.1700001,-1.79679,4,618.48901
13,4,12,0.96791947,-3.1700001,-1.79679,4,618.48901
11,4,11,0.97784889,-0.89999998,-3.9560101,4,622.61298
11,4,11,0.97784889,-0.89999998,-3.9560101,4,622.61298
8,2,2,1.0157465,-0.66299999,-2.3484199,4,375.25299
13,10,8,1.1847985,-3.655,-0.88183999,3,539.19897
9,6,4,1.0707244,-1.891,-1.30668,3,379.241
11,8,6,1.1350851,-2.773,-1.09426,3,459.22
8,5,4,0.9378978,-2.5729401,-0.83572,3,311.298
5,1,5,0.85676003,2.48492,-6.56569,5,423.427
5,0,5,0.84449345,2.81792,-6.69664,5,437.45398
5,1,6,0.84888351,2.53792,-6.5097299,5,437.45398
5,0,6,0.83738583,2.8059199,-6.6406798,5,451.48099
6,1,6,0.86374134,1.26692,-5.40451,5,438.44199
6,1,6,0.86374134,1.30492,-5.2515898,5,438.44199
6,1,6,0.86374134,1.30592,-5.2515898,5,438.44199
6,1,5,0.87231255,1.65792,-5.6188102,5,424.41498
6,1,5,0.87231255,1.25292,-5.30755,5,424.41498
5,4,17,0.76128173,5.1890001,-6.7484698,4,628.81396
4,3,2,1.0192356,-1.628,-0.38523999,2,251.282
4,2,6,0.90566617,3.8069999,-6.7491002,3,435.285
2,2,7,0.76448345,3.678,-3.3290701,2,291.82599
1,1,3,0.98673868,4.1027598,-5.78092,3,315.67798
4,2,2,0.9630481,-0.75199997,-1.3501,2,229.25999
2,1,8,0.73428041,4.2870002,-3.78723,2,319.88
7,3,8,0.88286763,0.81,-4.4693098,3,444.423
8,5,4,1.0380433,-2.6760001,-0.080490001,2,322.20999
4,2,7,0.75560552,3.6960001,-5.9699998,3,366.42798
12,9,7,1.0766166,-3.283,-0.34309,3,421.259
11,7,6,1.0494858,-2.8080001,-1.10603,4,447.297
12,8,6,1.0520916,-3.381,-0.90349001,4,477.323
11,7,6,1.0494858,-2.8080001,-1.10603,4,447.297
12,8,6,1.0520916,-3.381,-0.90349001,4,477.323
9,2,20,0.83585531,5.0665302,-8.3670101,6,778.008
8,3,10,0.8818717,0.19006,-3.0199001,3,427.44199
8,3,8,0.86016595,0.97206002,-4.4672999,5,495.47598
10,3,8,0.90254402,0.98806,-4.84478,5,499.41998
4,2,7,0.80151665,5.118,-6.5478101,5,471.58099
5,3,2,0.92925924,-1.591,-0.54073,2,240.215
6,4,2,0.95865321,-1.007,-1.31779,3,265.229
12,6,10,1.0664203,-2.4260001,-3.2325399,4,600.46301
4,1,6,0.85477942,0.49200001,-2.1345601,2,294.30701
4,1,8,0.83360177,1.376,-3.165,2,322.36099
4,1,12,0.80205983,3.1440001,-5.2258801,2,378.46899
1,2,4,0.72307873,6.9569998,-7.3715801,4,355.56598
8,4,26,0.80698937,5.5475402,-9.9716396,2,598.77002
8,4,25,0.81148034,5.3537998,-9.1429701,2,584.74298
7,5,2,1.0268258,-1.433,-1.7203799,3,316.70499
6,6,14,0.81794882,2.6270001,-5.20608,3,522.68701
10,6,10,0.96615374,-1.237,-2.1001699,4,487.41
11,7,7,1.1382113,-3.9289999,0.10674,2,416.172
4,1,10,0.79479665,6.4609199,-4.7621698,5,527.70398
8,2,4,0.89557129,7.0479999,-7.9822798,6,530.59698
10,2,6,0.91185623,7.0019999,-8.7716198,6,586.617
10,2,6,1.0596249,8.6719999,-10.9524,6,744.409
8,4,8,0.88625383,3.4879999,-6.1455798,6,593.64001
8,4,9,0.87953794,3.378,-6.4400802,6,607.66699
8,4,9,0.90012169,3.5680001,-6.7350602,6,625.65698
5,5,6,0.97986132,0.47400001,-0.99150002,0,210.166
5,5,12,0.86104184,3.1259999,-4.0828199,0,294.328
1,2,3,0.78977203,1.831,-2.43081,3,208.30499
1,2,4,0.77956194,2.1719999,-2.7580199,3,222.332
2,2,4,0.78989661,2.658,-3.30779,4,271.36398
2,2,6,0.82225943,2.062,-3.1661899,3,280.36798
2,1,3,0.79645264,1.676,-2.47366,4,220.31599
1,1,3,0.77741241,2.5599999,-2.8771999,4,248.37
1,2,4,0.76219374,4.2090001,-4.41717,4,290.45099
3,4,5,0.84356856,1.735,-2.94187,3,266.341
3,4,6,0.83182007,1.823,-2.8237901,3,280.36798
3,4,5,0.83182007,2.197,-3.2690799,3,280.36798
2,2,6,0.82225943,1.999,-3.3541999,3,280.36798
2,2,7,0.81249392,2.3399999,-3.6814101,3,294.39499
3,0,7,0.72950763,5.0450001,-5.8832302,2,336.431
13,11,9,1.0917796,-3.9909999,0.02822,3,498.28198
5,2,5,0.82956433,0.329,-1.35896,2,356.49399
9,5,9,0.96990937,-0.98626,-1.65852,2,391.32098
10,5,18,0.89763451,1.98948,-5.0172701,3,624.58801
7,4,7,0.96305555,-1.8282,-1.57172,2,316.258
7,1,9,0.90555322,-1.02446,-2.2119701,2,329.297
7,2,9,0.91550022,-1.04652,-1.75423,2,344.31198
7,1,7,0.9368791,-1.6694601,-1.2670701,2,301.24298
2,2,6,0.81249392,2.461,-3.6814101,3,294.39499
1,1,19,0.66368616,7.8600001,-8.8383398,0,310.56598
1,1,24,0.66081345,10.07,-11.41444,0,380.70099
1,0,19,0.66368616,7.9549999,-8.7535801,0,308.54999
4,1,3,0.91337883,3.23,-4.3470001,3,338.819
3,1,3,0.82787979,4.0089998,-4.0753798,3,302.40201
4,3,10,0.81007206,3.539,-3.33778,2,363.88898
5,1,12,0.83907253,3.026,-4.2286,3,460.96198
5,3,16,0.80700576,4.619,-5.3901,3,541.09198
12,2,6,0.88145345,1.38348,-4.2326598,7,602.58899
12,2,6,0.88145345,1.38348,-4.2326598,7,602.58899
12,2,6,0.88145345,1.38348,-4.2326598,7,602.58899
12,2,6,0.88145345,1.38348,-4.2326598,7,602.58899
3,1,11,0.79663503,3.803,-3.7501099,2,377.91599
5,1,2,0.86373502,-0.02094,-1.7391599,3,220.23199
5,2,2,0.92512268,-0.26899999,-2.67663,3,252.298
3,2,4,0.91863126,5.0180001,-5.91187,3,362.81601
6,2,3,0.93624461,-2.075,-0.66157001,2,267.245
8,6,17,0.8011263,4.744,-7.0236201,5,714.86798
8,6,17,0.81174225,3.9460001,-6.62008,5,686.81396
8,6,15,0.8286882,2.0020001,-5.8130002,5,630.70599
8,6,17,0.8160736,3.23,-6.2165399,5,658.76001
8,2,15,0.84941715,2.661,-4.6384501,4,592.70996
8,2,15,0.84941715,2.661,-4.6384501,4,592.70996
5,3,5,0.94191331,2.9719999,-3.25577,2,327.79599
5,2,6,0.91709709,3.415,-3.60095,2,341.823
5,3,5,0.92821741,2.533,-2.8164599,2,311.341
5,2,6,0.90335685,2.9760001,-3.1616399,2,325.36798
5,3,5,0.87251669,2.678,-2.9954,2,307.37799
5,2,6,0.85199875,3.1210001,-3.34058,2,321.405
5,3,7,0.91251302,3.654,-3.9101901,2,355.85001
5,2,8,0.8916989,4.0970001,-4.2553701,2,369.87698
5,3,7,0.89918321,3.2149999,-3.47088,2,339.39499
5,2,8,0.87844282,3.658,-3.8160601,2,353.422
5,3,7,0.85004181,3.3599999,-3.6498201,2,335.43201
5,2,8,0.8327325,3.803,-3.9949999,2,349.45898
6,3,5,0.94890553,2.5380001,-3.54725,3,369.83301
6,2,6,0.92619431,2.9809999,-3.8924301,3,383.85999
6,3,5,0.93697006,2.099,-3.10794,3,353.37799
6,2,6,0.91418779,2.5420001,-3.45312,3,367.405
6,3,5,0.88691878,2.244,-3.28688,3,349.41501
6,2,6,0.86765975,2.687,-3.6320601,3,363.44199
5,3,6,0.88248384,4.151,-5.1263599,4,444.94699
5,2,7,0.86755461,4.5939999,-5.47154,4,458.974
5,3,6,0.87147158,3.7119999,-4.6870499,4,428.492
5,2,7,0.85664892,4.1550002,-5.0322299,4,442.51898
5,3,6,0.83432692,3.8570001,-4.8659902,4,424.52899
5,2,7,0.82150751,4.3000002,-5.2111702,4,438.556
5,3,6,0.92008632,4.743,-5.8606501,4,479.392
5,2,7,0.90410364,5.1859999,-6.2058301,4,493.41901
5,3,6,0.91049296,4.3039999,-5.42134,4,462.93698
5,2,7,0.89452463,4.7470002,-5.76652,4,476.96399
5,3,6,0.87378353,4.4489999,-5.6002798,4,458.974
5,2,7,0.85975468,4.8920002,-5.9454598,4,473.00101
6,3,7,0.88690335,4.1069999,-5.1767402,4,474.97299
6,2,8,0.87261015,4.5500002,-5.5219202,4,489
6,3,7,0.87665242,3.668,-4.7374301,4,458.51801
6,2,8,0.86244303,4.1110001,-5.0826101,4,472.54498
6,3,7,0.84151119,3.813,-4.9163699,4,454.55499
6,2,8,0.82909721,4.256,-5.2615499,4,468.582
8,5,8,0.92196864,3.7980001,-6.4077101,5,602.047
8,4,9,0.90904415,4.2410002,-6.7528901,5,616.07397
8,5,8,0.91439557,3.359,-5.9684,5,585.59198
8,4,9,0.90147394,3.802,-6.31358,5,599.61902
8,5,8,0.88503808,3.5039999,-6.1473398,5,581.62897
8,5,8,0.92558354,4.1100001,-6.6328802,6,614.05798
8,4,9,0.9127444,4.553,-6.9780598,6,628.08496
8,5,8,0.91821277,3.671,-6.1935701,6,597.60297
8,4,9,0.90537125,4.1139998,-6.5387502,6,611.63
8,5,8,0.88926691,3.816,-6.37251,6,593.64001
8,4,9,0.87764078,4.2589998,-6.71769,6,607.66699
8,5,8,0.93474692,4.3720002,-7.0299001,5,634.06396
8,4,9,0.92187554,4.8150001,-7.3750801,5,648.091
8,5,8,0.92772323,3.9330001,-6.59059,5,617.60901
8,4,9,0.91483718,4.3759999,-6.93577,5,631.63599
8,5,8,0.89922291,4.0780001,-6.7695298,5,613.646
8,4,9,0.88751292,4.5209999,-7.1147099,5,627.67297
9,5,9,0.91952366,4.487,-7.0104699,6,658.11096
9,4,10,0.90774202,4.9299998,-7.3556499,6,672.138
9,5,9,0.91256124,4.0479999,-6.5711598,6,641.65601
9,4,10,0.9007839,4.4910002,-6.9163399,6,655.68298
9,5,9,0.88573891,4.1929998,-6.7501001,6,637.69299
9,4,10,0.87500942,4.6360002,-7.0952802,6,651.71997
8,4,9,0.87336719,3.947,-6.4925199,5,595.65601
8,4,25,0.82167667,3.72348,-7.1985602,1,547.67401
11,9,7,0.86650431,6.7280002,-11.01352,6,692.70898
11,9,7,0.8967666,6.5630002,-10.53257,6,668.711
7,5,0,1.0299331,-2.2449999,-0.61988002,4,281.228
7,5,0,1.0299331,-2.2449999,-0.61988002,4,281.228
3,3,19,0.71633118,9.5579996,-10.74021,1,404.63498
7,4,6,1.1004516,4.2220001,-12.83116,14,1286.692
5,2,3,0.86118066,0.030060001,-1.84688,3,249.274
5,1,2,0.86373502,-0.02094,-1.7391599,3,220.23199
12,8,7,0.8549785,8.3929996,-11.53075,6,706.73199
5,5,7,0.79313409,4.0409999,-5.8095198,4,449.63199
12,8,7,0.8834452,8.2279997,-11.0498,6,682.73401
6,3,4,1.0392486,-0.55500001,-1.65885,2,308.25101
6,3,2,0.96787912,-1.079,-1.09411,3,253.218
6,3,2,0.96787912,-1.079,-1.09411,3,253.218
6,3,2,0.97532332,-1.079,-1.09411,3,253.218
10,8,7,0.85358131,6.9990001,-11.37547,6,676.70996
13,7,10,0.87822574,7.7470002,-12.34796,6,781.823
10,8,7,0.88320708,6.8340001,-10.89452,6,652.71198
13,7,10,0.90594584,7.5819998,-11.86701,6,757.82501
12,4,7,0.89968711,-0.027519999,-3.1855199,6,576.55096
12,4,7,0.89968711,-0.027519999,-3.1855199,6,576.55096
3,2,5,1.134133,1.452,-6.1516399,6,691.08997
3,2,6,0.75617105,4.3039999,-4.3157201,2,294.35001
4,4,1,0.76173568,6.7010002,-7.99933,5,474.72598
8,2,13,0.87903625,-0.14552,-2.8778999,2,439.405
10,1,20,0.81090927,5.6812201,-8.6275396,5,741.77795
10,4,16,0.8338424,4.6097398,-7.2827601,5,685.66998
12,3,20,0.83309418,5.5314798,-8.6742897,6,822.80798
4,2,2,0.94325644,-0.64399999,-1.48391,2,258.298
20,14,13,1.0968628,-5.9250002,-1.5452501,6,802.43701
18,2,10,0.98484772,-3.04,-4.5430999,7,792.552
16,2,9,0.98953378,-1.9450001,-4.7006698,7,769.52899
10,6,4,1.0494347,-3.20594,-0.75026,3,347.224
5,4,5,0.91404736,-0.92400002,-0.97408998,2,253.26199
20,13,12,1.101099,-6.3429399,-1.9482599,6,772.41101
6,6,4,0.81457812,2.8840001,-3.5745299,4,424.578
6,6,4,0.81457812,2.8840001,-3.5745299,4,424.578
4,3,5,0.83106738,0.85105997,-2.9608099,4,300.366
6,0,10,0.9188354,1.457,-3.2868199,2,390.39301
1,1,19,0.6630109,9.1409998,-9.2047005,0,326.60898
5,5,8,0.81228101,3.3329999,-2.3636601,2,332.396
5,4,8,0.81228101,2.753,-2.2578499,2,330.38
5,3,9,0.79747003,3.017,-2.6701801,2,344.40698
5,4,15,0.77751631,5.013,-6.6255298,4,600.76001
9,7,4,1.0823809,-2.589,-0.84723997,3,363.22299
5,4,8,0.8603797,0.34999999,-1.3970799,2,295.34299
5,4,7,0.84697163,1.13,-2.6919601,3,329.35999
5,4,10,0.81353354,2.7869999,-4.7115402,3,385.46799
5,4,6,0.91416001,-0.55400002,-1.00088,2,283.28799
6,5,5,0.94463766,-0.99699998,-0.58854997,2,269.26099
18,10,10,1.05492,-6.0499401,-1.38362,5,667.41797
14,14,38,0.83872342,2.152,-8.2245302,5,1052.204
2,0,5,0.79877645,2.5669999,-3.2216201,2,259.73999
10,7,2,1.0864441,-2.4230001,-0.89674997,3,382.29001
12,9,2,1.0655727,-2.4400001,-0.75111002,3,442.34198
19,13,6,1.0861342,-4.3179998,-2.80161,6,761.58002
19,12,6,1.0737156,-4.4169402,-3.09863,6,745.58099
11,8,2,1.0636322,-2.7650001,-0.54536998,3,414.332
7,1,4,0.90461439,0.75300002,-3.2623899,4,406.33099
9,1,5,0.93087655,-0.308,-3.12446,4,449.35999
7,1,4,0.89400506,1.125,-3.73631,4,420.358
7,1,4,0.89400506,1.125,-3.73631,4,420.358
9,1,5,0.93087655,-0.308,-3.12446,4,449.35999
7,1,4,0.90461439,0.75300002,-3.2623899,4,406.33099
4,3,6,0.79308093,6.7940001,-10.80609,4,426.66199
1,1,1,0.87739456,2.27792,-2.1975999,3,201.25999
1,3,2,0.85454029,2.267,-2.3580201,3,211.284
2,1,1,0.77165902,1.0089999,-1.72701,3,176.263
1,1,0,0.81039447,2.2190001,-1.61716,3,183.26999
2,1,0,0.8326025,0.303,-1.91119,3,181.30299
1,1,0,0.8326025,2.148,-1.95472,3,183.319
3,2,0,0.83103347,0.69300002,-0.47312999,3,180.25099
2,2,0,0.79183888,1.41,-1.40438,3,181.27899
1,1,1,0.87739456,2.27792,-2.1975999,3,201.25999
6,4,6,0.91863793,-1.1059999,-1.0404,2,283.28799
6,4,2,0.95865321,-1.205,-1.09436,3,266.237
5,3,3,1.0636204,-1.33,-1.35203,3,357.22699
4,2,8,0.92181361,3.8269999,-4.97365,3,446.36899
11,2,8,0.9289875,1.3288,-6.6947799,5,575.62299
10,6,17,0.81217021,6.369,-9.7635202,7,839.00696
12,6,17,0.81778467,7.5780001,-10.90802,8,939.12396
10,6,17,0.81874263,5.4450002,-9.1091003,7,810.953
10,6,17,0.81217021,6.2020001,-9.51264,7,839.00696
10,6,17,0.81539184,5.927,-9.5617504,7,824.97998
8,6,17,0.83607292,6.2750001,-10.60581,7,829.06
9,6,17,0.80755192,5.3410001,-9.0631599,7,808.98096
8,6,17,0.82626641,7.3249202,-10.0274,7,842.98895
10,6,17,0.80957609,5.5219998,-9.5073004,8,879.07196
9,7,17,0.80391204,5.0320001,-8.6874599,7,807.99701
9,7,17,0.81034434,4.1479998,-8.2839203,7,779.94299
8,6,17,0.83347541,6.4409199,-9.6238604,7,814.935
1,1,1,0.87739456,2.27792,-2.1975999,3,201.25999
4,1,4,1.0906857,0.84200001,-1.99181,2,273.09
4,2,6,0.82418746,1.045,-1.5581599,2,323.47198
4,2,4,0.97775567,0.317,-1.7144901,2,243.65399
10,6,17,0.81539184,5.927,-9.5617504,7,824.97998
6,0,4,0.82940948,2.54948,-3.7423,5,398.41098
7,1,4,0.85116041,1.8884799,-3.4782901,5,414.41
6,0,4,0.82628995,2.54948,-3.7423,5,398.41098
7,6,4,0.91278118,3.069,-4.8959098,3,371.37299
8,6,15,0.82028705,3.714,-8.2388802,7,708.82001
8,6,15,0.82028705,3.714,-8.2388802,7,708.82001
8,6,17,0.81276292,4.9419999,-8.6424198,7,736.87396
8,6,17,0.81276292,4.9419999,-8.6424198,7,736.87396
8,6,19,0.80279094,4.5320001,-8.96766,7,760.896
8,6,19,0.80279094,5.8260002,-9.6728601,7,764.92798
8,6,17,0.8207109,4.6700001,-8.8418798,9,760.896
10,8,17,0.82878572,3.382,-8.4882202,7,796.92596
8,6,17,0.8058694,5.658,-9.0459604,7,764.92798
8,4,17,0.7922585,6.052,-8.8339796,7,792.98199
10,6,19,0.81005335,6.8000002,-10.436,9,905.10999
10,6,19,0.81604391,5.9159999,-10.03246,9,877.05597
10,6,17,0.82249522,4.506,-9.1271601,9,849.00195
8,6,17,0.80263489,6.0650001,-9.3731699,7,778.95496
8,6,17,0.8373034,6.2339201,-9.5475302,7,800.90796
8,6,17,0.82169396,5.4520001,-9.1678801,7,782.91797
8,6,17,0.82169396,5.4520001,-9.1678801,7,782.91797
8,6,18,0.79062521,7.5669999,-10.81386,8,841.026
9,7,17,0.81741858,4.6430001,-8.6416502,7,780.927
8,6,18,0.79062521,7.5669999,-10.81386,8,841.026
9,7,17,0.81741858,4.6430001,-8.6416502,7,780.927
9,7,17,0.81741858,4.6430001,-8.6416502,7,780.927
9,6,18,0.81078279,5.2550001,-8.9868298,7,794.95398
8,6,17,0.80263489,6.0999999,-9.2477303,7,778.95496
9,7,17,0.81741858,4.6430001,-8.6416502,7,780.927
9,6,18,0.81078279,5.2550001,-8.9868298,7,794.95398
8,6,17,0.80263489,5.5180001,-9.03016,7,776.93896
9,7,17,0.81741858,4.6430001,-8.6416502,7,780.927
9,6,18,0.81078279,5.2550001,-8.9868298,7,794.95398
8,6,17,0.8058694,5.0760002,-8.8283901,7,762.91199
9,6,17,0.81741858,4.0749998,-8.53584,7,778.91101
9,6,17,0.81741858,4.4169998,-8.85569,7,778.91101
8,6,17,0.80113268,6.0650001,-9.3731699,7,778.95496
8,6,17,0.79752731,6.8049998,-11.0048,8,819.01996
8,6,17,0.8058694,5.0760002,-8.8283901,7,762.91199
8,6,17,0.8058694,5.658,-9.0459604,7,764.92798
8,6,17,0.80371022,5.7140002,-9.2711296,8,776.93896
8,6,17,0.79473048,7.04,-10.18989,8,819.01996
8,6,17,0.80354434,6.1560001,-9.4729004,8,790.966
8,6,18,0.80183715,5.467,-8.8207903,6,752.91699
8,7,18,0.80757189,5.27,-8.9267797,6,738.89001
8,6,19,0.79714143,6.0809999,-9.0225601,6,766.94397
8,6,19,0.79412264,6.4390001,-9.2243299,6,780.97101
8,6,17,0.8373034,6.0339999,-9.6359196,7,800.90796
8,6,17,0.86789411,6.2579999,-10.22588,7,836.888
8,6,17,0.79953051,6.3239999,-9.9938002,7,792.98199
8,6,17,0.79368186,6.8379998,-10.94164,7,821.03601
8,6,21,0.78324407,8.7379999,-13.00252,7,877.14398
8,6,19,0.8880263,7.5975199,-11.15906,7,900.922
8,6,17,0.84972477,6.9120002,-10.51454,7,833.81799
8,6,17,0.89012456,8.1660004,-11.98312,7,902.70801
8,6,17,0.8058694,5.0040002,-7.8871102,7,770.97601
8,6,18,0.79953051,6.302,-9.4937601,7,790.966
2,2,5,0.77911049,6.375,-6.8804498,4,341.52301
2,2,5,0.78540826,6.0770001,-6.4065299,4,327.496
2,0,5,0.79022419,3.029,-3.54883,2,273.767
6,0,4,0.82940948,2.54948,-3.7423,5,398.41098
2,1,5,0.79022419,2.875,-3.05723,2,277.79898
5,3,5,0.90165484,-0.47799999,-1.2429399,2,253.26199
5,4,4,0.91404736,-0.73199999,-1.09953,2,253.26199
6,5,2,0.99639511,-1.592,-1.16775,3,299.26199
5,4,2,1.0103111,-0.78299999,-1.69398,3,301.25299
6,5,2,0.9504084,-1.386,-1.04583,3,281.272
2,2,4,0.81562048,2.3699999,-2.72451,2,249.745
6,5,4,0.972063,-2.105,-0.49344999,2,255.23399
1,1,5,0.77681333,4.579,-4.5788102,2,262.784
5,4,2,0.96446508,-0.57700002,-1.57206,3,283.263
1,1,20,0.66239232,9.3070002,-10.22138,0,340.63599
1,1,6,0.70651406,4.848,-5.5894799,3,249.442
4,2,2,1.0194652,-0.034000002,-1.8337801,2,263.65601
5,3,2,0.91093594,-2.0109999,-0.18681,2,241.24699
5,3,2,0.91093594,-2.0109999,-0.18681,2,241.24699
7,6,20,0.81033528,4.3740001,-7.8411899,4,703.841
7,5,19,0.80497831,5.204,-8.1621399,5,743.90601
7,5,19,0.80843765,4.7620001,-7.9603701,5,729.87897
7,5,19,0.80843765,4.7620001,-7.9603701,5,729.87897
6,5,18,0.79945624,4.4559999,-6.4518499,5,707.91699
2,1,4,0.79877645,2.5339999,-2.73002,2,263.772
2,0,5,0.79022419,2.937,-3.4233899,2,273.767
5,0,5,0.78366202,2.256,-4.9250102,4,370.50101
5,0,9,0.8389312,4.27876,-7.8239799,4,488.55798
5,0,5,0.78366202,2.0769999,-5.27773,4,364.453
5,0,5,0.81596613,2.2279999,-5.57271,4,382.44299
5,0,5,0.78692096,1.08,-4.1082902,3,330.436
5,0,5,0.79389954,0.61799997,-3.78108,3,316.409
1,1,4,0.77681333,4.7709999,-3.7639,2,262.784
1,1,5,0.77681333,4.855,-4.0773501,2,262.784
4,2,2,0.98624957,-0.147,-1.5111001,2,246.64999
4,2,9,0.80237812,1.347,-1.94398,1,312.41
5,4,3,0.91658014,-0.86799997,-1.19926,3,265.27301
13,5,19,0.94194543,0.98654002,-3.63276,2,635.51996
5,3,4,1.087009,-2.313,-0.17363,2,335.22098
6,3,4,1.1095214,-2.1630001,-0.024150001,2,351.22
29,27,43,0.96983314,-5.8482599,-8.22544,7,1540.625
2,2,1,0.7799263,1.451,-1.98217,3,195.306
5,2,4,0.90760392,2.2449999,-6.2431302,4,458.36298
5,1,10,0.82732439,1.283,-2.41874,1,338.40799
13,11,7,1.1613208,-2.977,0.63282001,1,406.173
13,11,7,1.1613208,-2.977,0.63282001,1,406.173
8,9,8,0.9697262,-2.7839999,-0.2203,1,332.31299
8,3,13,0.90130401,-0.41426,-2.50878,3,480.478
5,2,9,0.87835586,0.76874,-2.5969501,2,309.32599
5,1,4,0.81060839,4.191,-5.1454301,6,430.45599
6,1,5,0.90725112,4.369,-5.45436,6,553.47198
8,6,6,0.93922353,-2.77194,-1.17774,2,342.228
7,5,16,0.79971343,2.2079999,-6.03859,4,616.763
7,4,7,0.99113697,-2.64726,0.17092,1,293.216
7,5,6,1.049346,-1.85794,-1.66461,2,336.67599
7,5,6,1.0434489,-1.612,-1.1747299,2,336.67599
6,4,6,1.0566216,-1.763,-0.45172,1,297.63501
7,5,6,1.049346,-1.85794,-1.66461,2,336.67599
